----- Header start -----
SourceDataset=Datalog
Copyright=(c) 2011 Lodam electronics a/s
Comment=CondUnit-ECOSTAR
ItemNo.=6552190001
Customer=BITZER
Title=CU-ECOSTAR
SW version=2.1.6.2
Compiled=Apr  5 2013
DB def.=20130403
UnitSystem=Metric
----- Header end -----
Time,Capacity.FC_Freq,Condens.Speed,Input.IFC,Input.T0,Input.TC,Input.Tdis,Input.Troom,Limiter.Act_Limit,Capacity.CapAct,Input.Tsuc,Input.Tamb,Capacity.Tset,Control.ExtRef,Control.Runtime,DigIn.DI3,DigIn.DI4,DigIn.DIS1,DigIn.DIS2,DigIn.UdpCnx,Input.TFC,Info.Target,Alarm.Count,Info.Title,Info.OSVersion,Info.Checksum,Info.Controller,Info.Serial
2024-04-15 15:11:17,32.31,43.25,12,-10.85,33.99,47.39,4.27,0,29.87,-70,23.2,-6,0,9.32944444444444,1,1,1,1,1,25,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:11:27,33.25,43.41,11.99,-10.85,34.01,47.73,4.36,0,31.12,-70,23.2,-6,0,9.33222222222222,1,1,1,1,1,25,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:11:37,34.18,46.25,11.93,-10.78,34.35,48.1,4.45,0,32.37,-70,23.37,-6,0,9.335,1,1,1,1,1,26,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:11:47,35.12,48.75,12,-10.85,34.65,48.46,4.52,0,33.62,-70,23.74,-6,0,9.33777777777778,1,1,1,1,1,26,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:11:57,36.15,46.66,11.87,-10.91,34.4,48.74,4.6,0,35,-70,23.92,-6,0,9.34055555555556,1,1,1,1,1,27,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:07,37,48.08,12.04,-11.05,34.57,48.89,4.68,0,36.12,-70,24.04,-6,0,9.34333333333333,1,1,1,1,1,27,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:17,37.93,47.5,12.26,-11.12,34.5,49.08,4.73,0,37.37,-70,24.14,-6,0,9.34611111111111,1,1,1,1,1,27,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:27,38.87,46,12.15,-11.12,34.32,49.12,4.8,0,38.62,-70,24.11,-6,0,9.34888888888889,1,1,1,1,1,27,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:37,39.9,47.5,12.22,-11.12,34.5,49.12,4.86,0,40,-70,23.97,-6,0,9.35166666666667,1,1,1,1,1,27,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:47,40.75,47.25,12.17,-10.98,34.47,49.19,4.92,0,41.12,-70,23.9,-6,0,9.35444444444444,1,1,1,1,1,28,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:12:57,41.68,48.58,12.35,-10.98,34.63,49.23,4.96,0,42.37,-70,24,-6,0,9.35722222222222,1,1,1,1,1,28,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:13:07,42.62,50.66,12.63,-11.12,34.88,49.39,5.01,0,43.62,-70,24.09,-6,0,9.36027777777778,1,1,1,1,1,28,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:13:17,43.56,49.83,12.58,-11.19,34.78,49.59,5.05,0,44.87,-70,24.31,-6,0,9.36277777777778,1,1,1,1,1,28,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:13:27,44.5,52.33,12.77,-11.19,35.08,49.81,5.1,0,46.12,-70,24.61,-6,0,9.36555555555556,1,1,1,1,1,29,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,
